Pattern
"((19, 16), (20, 16))"
"((71, 69), (72, 72))"
"((76, 72), (77, 73))"
"((102, 104), (102, 105))"
"((103, 105), (102, 103))"
"((71, 69), (71, 70))"
"((39, 137), (38, 138))"
"((85, 149), (82, 143))"
"((77, 91), (80, 93))"
"((77, 87), (77, 86))"
"((103, 105), (102, 104), (103, 105))"
"((103, 105), (102, 104), (102, 103))"
"((71, 69), (71, 70))"
"((80, 92), (80, 93))"
"((102, 103), (102, 104))"
"((71, 70), (71, 69), (71, 70))"
"((103, 105), (102, 104))"
"((103, 105), (102, 103))"
"((80, 93), (80, 92))"
"((102, 104), (103, 105), (102, 103))"
"((102, 104), (103, 105))"
"((102, 104), (102, 103))"
"((102, 103), (102, 104), (103, 105))"
"((102, 103), (102, 104), (102, 103))"
"((102, 103), (103, 105), (102, 103))"
"((102, 103), (102, 104), (103, 105))"
"((103, 105), (102, 104), (103, 105), (102, 103))"
"((103, 105), (102, 104), (103, 105))"
"((103, 105), (102, 104), (102, 103))"
"((78, 99), (80, 100))"
"((80, 96), (79, 94))"
"((72, 65), (71, 65))"
"((73, 69), (74, 69))"
"((74, 83), (77, 84))"
"((64, 155), (63, 155))"
"((71, 66), (71, 65))"
"((76, 101), (79, 94))"
"((65, 63), (65, 62))"
"((76, 84), (74, 83))"
"((86, 91), (88, 91))"
"((80, 100), (79, 98))"
"((88, 90), (88, 91))"
"((65, 62), (65, 63))"
"((71, 65), (72, 65))"
"((72, 66), (71, 65))"
"((74, 83), (76, 84))"
"((76, 101), (80, 96))"
"((41, 181), (43, 179))"
"((72, 73), (72, 74))"
"((72, 66), (72, 65))"
"((77, 84), (74, 83))"
"((72, 65), (72, 66))"
"((79, 94), (78, 81))"
"((66, 62), (65, 62))"
"((82, 198), (82, 200))"
"((71, 73), (72, 73))"
"((20, 19), (22, 17))"
"((72, 74), (71, 73))"
"((72, 74), (72, 73))"
"((21, 1), (20, 19))"
"((65, 63), (66, 62))"
"((71, 65), (71, 66))"
"((80, 101), (80, 100))"
"((71, 65), (72, 66))"
"((78, 99), (79, 98))"
"((72, 66), (71, 66))"
"((76, 84), (77, 84))"
"((79, 98), (80, 100))"
"((65, 62), (66, 62))"
"((79, 98), (78, 99))"
"((88, 91), (86, 91))"
"((74, 84), (77, 84))"
"((20, 19), (21, 1))"
"((66, 62), (65, 63))"
"((63, 155), (64, 155))"
"((34, 45), (20, 19))"
"((71, 73), (72, 74))"
"((76, 101), (80, 95))"
"((72, 73), (71, 73))"
"((22, 17), (20, 19))"
"((74, 83), (74, 84), (77, 84))"
"((20, 19), (22, 17), (20, 19))"
"((71, 65), (72, 66), (71, 66))"
"((72, 65), (71, 65))"
"((72, 66), (71, 65), (72, 66))"
"((66, 62), (65, 63))"
"((72, 66), (72, 65))"
"((72, 65), (72, 66))"
"((72, 65), (71, 65), (72, 65))"
"((65, 62), (65, 63), (66, 62))"
"((65, 63), (66, 62), (65, 63))"
"((64, 155), (63, 155))"
"((71, 65), (72, 66))"
"((72, 73), (72, 74), (71, 73))"
"((76, 84), (74, 83))"
"((63, 155), (64, 155))"
"((72, 74), (72, 73))"
"((65, 63), (65, 62), (66, 62))"
"((71, 65), (72, 65), (72, 66))"
"((78, 99), (79, 98), (78, 99))"
"((65, 62), (66, 62), (65, 63))"
"((74, 84), (74, 83), (74, 84))"
"((64, 155), (63, 155), (64, 155))"
"((71, 73), (72, 74))"
"((72, 74), (71, 73))"
"((65, 63), (65, 62))"
"((66, 62), (65, 62), (66, 62))"
"((71, 65), (72, 65))"
"((65, 63), (66, 62))"
"((71, 65), (71, 66))"
"((66, 62), (65, 62))"
"((74, 84), (74, 83))"
"((65, 62), (65, 63))"
"((78, 99), (79, 98))"
"((72, 66), (72, 65), (72, 66))"
"((71, 65), (72, 66))"
"((72, 65), (71, 65), (72, 66))"
"((65, 63), (65, 62), (65, 63))"
"((72, 74), (71, 73), (72, 74))"
"((66, 62), (65, 62))"
"((79, 98), (78, 99))"
"((71, 65), (72, 65))"
"((71, 65), (72, 66))"
"((72, 65), (71, 65), (72, 66))"
"((72, 66), (71, 65), (72, 66))"
"((72, 65), (71, 65), (72, 65))"
"((65, 63), (65, 62), (66, 62), (65, 63))"
"((65, 62), (65, 63), (66, 62), (65, 63))"
"((72, 65), (71, 65), (72, 65), (72, 66))"
"((72, 74), (71, 73), (72, 74))"
"((72, 65), (71, 65), (72, 65))"
"((71, 65), (72, 65))"
"((64, 155), (63, 155), (64, 155))"
"((72, 65), (71, 65), (72, 65))"
"((90, 142), (90, 143))"
"((14, 187), (14, 185))"
"((80, 90), (79, 91))"
"((40, 136), (39, 136))"
"((79, 91), (80, 90))"
"((39, 135), (40, 136))"
"((40, 89), (37, 92))"
"((14, 185), (14, 186))"
"((88, 95), (89, 96))"
"((106, 109), (107, 107))"
"((15, 186), (14, 186))"
"((39, 135), (38, 134))"
"((40, 89), (36, 92))"
"((38, 134), (43, 117))"
"((80, 96), (79, 93))"
"((14, 185), (15, 186))"
"((14, 185), (13, 185))"
"((80, 91), (79, 91))"
"((80, 91), (80, 90))"
"((107, 107), (106, 109))"
"((79, 91), (80, 93))"
"((43, 117), (40, 136))"
"((13, 185), (14, 187))"
"((105, 109), (107, 107))"
"((40, 136), (43, 117))"
"((140, 152), (147, 150))"
"((88, 96), (89, 96))"
"((38, 134), (40, 136))"
"((43, 117), (39, 135))"
"((107, 107), (105, 109))"
"((14, 187), (14, 186))"
"((38, 134), (39, 135))"
"((14, 186), (15, 186))"
"((105, 109), (106, 109))"
"((79, 91), (80, 91))"
"((14, 186), (13, 185))"
"((13, 185), (14, 185))"
"((88, 96), (88, 95))"
"((14, 187), (15, 186))"
"((36, 92), (39, 89))"
"((15, 186), (14, 187))"
"((37, 92), (40, 89))"
"((80, 93), (79, 91))"
"((40, 136), (38, 134))"
"((13, 185), (15, 186))"
"((37, 92), (36, 92))"
"((40, 136), (39, 135))"
"((180, 15), (180, 14))"
"((80, 93), (80, 90))"
"((90, 135), (90, 133))"
"((88, 95), (88, 96))"
"((40, 89), (40, 88))"
"((80, 90), (80, 93))"
"((15, 186), (14, 185))"
"((89, 96), (88, 95))"
"((14, 186), (14, 187))"
"((180, 14), (180, 15))"
"((39, 136), (39, 135))"
"((90, 143), (90, 142))"
"((40, 88), (40, 89))"
"((15, 186), (13, 185))"
"((39, 135), (43, 117))"
"((90, 133), (90, 135))"
"((80, 90), (80, 91))"
"((13, 185), (14, 186))"
"((14, 185), (14, 187))"
"((147, 150), (140, 152))"
"((14, 186), (14, 185))"
"((43, 117), (38, 134))"
"((106, 109), (105, 109))"
"((39, 135), (39, 136))"
"((14, 186), (14, 185))"
"((43, 117), (40, 136), (39, 135))"
"((180, 15), (180, 14), (180, 15))"
"((15, 186), (14, 186), (15, 186))"
"((40, 89), (40, 88), (40, 89))"
"((39, 135), (40, 136), (38, 134))"
"((40, 136), (39, 135))"
"((15, 186), (14, 186))"
"((38, 134), (39, 135))"
"((79, 91), (80, 90), (80, 91))"
"((13, 185), (15, 186), (14, 185))"
"((14, 185), (13, 185), (15, 186))"
"((38, 134), (39, 135))"
"((88, 95), (89, 96), (88, 95))"
"((89, 96), (88, 95))"
"((14, 186), (15, 186))"
"((105, 109), (107, 107), (105, 109))"
"((90, 142), (90, 143), (90, 142))"
"((90, 135), (90, 133), (90, 135))"
"((14, 185), (15, 186), (14, 185))"
"((90, 135), (90, 133))"
"((38, 134), (40, 136), (39, 135))"
"((14, 186), (15, 186))"
"((13, 185), (15, 186))"
"((40, 136), (38, 134))"
"((80, 90), (79, 91))"
"((154, 145), (154, 144))"
"((90, 133), (90, 135))"
"((14, 185), (14, 186), (14, 185))"
"((39, 135), (40, 136))"
"((106, 109), (107, 107), (105, 109))"
"((80, 90), (79, 91), (80, 90))"
"((107, 107), (105, 109))"
"((90, 142), (90, 143))"
"((14, 187), (14, 185))"
"((39, 135), (38, 134), (39, 135))"
"((107, 107), (105, 109), (106, 109))"
"((107, 107), (105, 109))"
"((79, 91), (80, 90))"
"((13, 185), (14, 185))"
"((40, 136), (39, 135), (43, 117))"
"((39, 135), (43, 117), (38, 134))"
"((80, 91), (80, 90))"
"((14, 185), (14, 186))"
"((43, 117), (39, 135))"
"((39, 135), (40, 136), (39, 135))"
"((14, 185), (15, 186))"
"((80, 90), (80, 91))"
"((13, 185), (14, 186), (14, 185))"
"((15, 186), (14, 186), (14, 185))"
"((90, 143), (90, 142))"
"((180, 15), (180, 14))"
"((79, 91), (80, 90))"
"((40, 89), (40, 88))"
"((88, 95), (89, 96))"
"((14, 186), (15, 186), (14, 185))"
"((39, 135), (38, 134))"
"((38, 134), (39, 135), (43, 117))"
"((14, 185), (13, 185), (14, 185))"
"((105, 109), (107, 107), (105, 109))"
"((90, 142), (90, 143), (90, 142))"
"((107, 107), (105, 109))"
"((95, 137), (96, 138))"
"((82, 100), (83, 100))"
"((80, 101), (76, 102))"
"((107, 99), (106, 100))"
"((80, 101), (76, 101))"
"((76, 101), (80, 101))"
"((106, 99), (107, 99))"
"((107, 99), (106, 99))"
"((76, 102), (76, 101))"
"((76, 101), (76, 102))"
"((83, 100), (82, 100))"
"((79, 101), (80, 96))"
"((76, 102), (80, 101))"
"((75, 106), (75, 105))"
"((79, 102), (80, 96))"
"((63, 115), (64, 114))"
"((106, 100), (107, 99))"
"((75, 105), (75, 106))"
"((76, 101), (80, 101))"
"((80, 101), (76, 101), (80, 101))"
"((82, 100), (83, 100))"
"((82, 100), (83, 100))"
"((79, 91), (79, 92), (79, 91))"
"((79, 91), (79, 92))"
"((83, 100), (82, 100))"
"((106, 99), (107, 99))"
"((80, 101), (76, 101))"
"((82, 100), (83, 100), (82, 100))"
"((79, 92), (79, 91))"
"((82, 100), (83, 100), (82, 100))"
"((79, 91), (79, 92), (79, 91))"
"((45, 109), (45, 110))"
"((80, 104), (80, 105))"
"((80, 105), (80, 103))"
"((132, 130), (133, 132))"
"((80, 103), (80, 104))"
"((82, 78), (75, 71))"
"((80, 104), (80, 103))"
"((74, 137), (76, 138))"
"((79, 104), (80, 105))"
"((92, 94), (133, 132))"
"((85, 81), (85, 82))"
"((133, 132), (92, 94))"
"((80, 103), (79, 104))"
"((79, 104), (80, 103))"
"((76, 105), (77, 105))"
"((133, 132), (132, 130))"
"((132, 133), (92, 94))"
"((80, 103), (80, 105))"
"((76, 77), (75, 76))"
"((85, 124), (85, 125))"
"((80, 104), (79, 104))"
"((92, 94), (132, 130))"
"((132, 130), (132, 133))"
"((132, 133), (132, 130))"
"((79, 104), (80, 104))"
"((80, 105), (80, 104))"
"((75, 137), (76, 138))"
"((132, 130), (92, 94))"
"((90, 145), (88, 145))"
"((75, 71), (82, 78))"
"((45, 110), (45, 109))"
"((76, 138), (75, 137))"
"((77, 105), (76, 105))"
"((80, 105), (79, 104))"
"((76, 138), (74, 137))"
"((82, 78), (75, 71))"
"((92, 94), (132, 130))"
"((82, 78), (75, 71), (82, 78))"
"((80, 104), (80, 103))"
"((74, 137), (76, 138))"
"((76, 105), (77, 105))"
"((79, 104), (80, 103))"
"((75, 137), (76, 138))"
"((76, 138), (74, 137))"
"((80, 104), (80, 105), (80, 103))"
"((80, 105), (80, 103))"
"((74, 137), (76, 138), (74, 137))"
"((80, 104), (79, 104), (80, 104))"
"((80, 104), (79, 104))"
"((80, 104), (79, 104))"
"((80, 103), (80, 105), (80, 104))"
"((80, 103), (80, 104), (80, 103))"
"((80, 103), (79, 104), (80, 103))"
"((132, 130), (92, 94))"
"((80, 104), (80, 103), (79, 104))"
"((82, 78), (75, 71))"
"((80, 104), (80, 103), (80, 105))"
"((80, 104), (80, 105), (80, 104))"
"((80, 105), (80, 103), (80, 104))"
"((132, 130), (133, 132), (92, 94))"
"((75, 137), (76, 138))"
"((76, 105), (77, 105), (76, 105))"
"((77, 105), (76, 105))"
"((132, 130), (133, 132), (132, 130))"
"((75, 137), (76, 138), (75, 137))"
"((80, 103), (80, 104))"
"((80, 103), (80, 104), (79, 104))"
"((80, 103), (79, 104), (80, 104))"
"((92, 94), (132, 130), (92, 94))"
"((80, 103), (79, 104))"
"((75, 71), (82, 78))"
"((75, 137), (76, 138))"
"((80, 104), (80, 103), (79, 104))"
"((74, 137), (76, 138), (74, 137))"
"((80, 103), (80, 104), (80, 103), (79, 104))"
"((75, 137), (76, 138), (75, 137))"
"((76, 105), (77, 105), (76, 105))"
"((82, 78), (75, 71), (82, 78))"
"((80, 104), (80, 103), (79, 104), (80, 104))"
"((80, 104), (79, 104))"
"((92, 94), (132, 130), (92, 94))"
"((60, 56), (61, 57))"
"((70, 119), (71, 119))"
"((78, 92), (74, 89))"
"((74, 106), (75, 107))"
"((39, 104), (39, 103))"
"((74, 89), (78, 92))"
"((16, 19), (17, 19))"
"((75, 107), (75, 106))"
"((68, 180), (67, 180))"
"((75, 90), (74, 89))"
"((79, 145), (65, 131))"
"((17, 19), (16, 18))"
"((111, 109), (78, 86))"
"((49, 96), (49, 95))"
"((39, 103), (39, 104))"
"((16, 19), (16, 18))"
"((74, 106), (75, 106))"
"((61, 57), (60, 56))"
"((17, 19), (16, 19))"
"((65, 131), (79, 145))"
"((16, 18), (16, 19))"
"((49, 95), (49, 96))"
"((77, 70), (76, 69))"
"((49, 96), (52, 92))"
"((16, 18), (17, 19))"
"((76, 69), (77, 70))"
"((67, 180), (68, 180))"
"((71, 119), (70, 119))"
"((67, 180), (68, 180))"
"((16, 19), (16, 18), (17, 19))"
"((68, 180), (67, 180))"
"((49, 96), (49, 95), (49, 96))"
"((79, 145), (65, 131))"
"((49, 95), (49, 96))"
"((111, 109), (78, 86))"
"((75, 107), (75, 106))"
"((75, 107), (75, 106), (75, 107))"
"((68, 180), (67, 180), (68, 180))"
"((75, 106), (75, 107))"
"((79, 145), (65, 131))"
"((48, 142), (48, 141))"
"((48, 141), (49, 142))"
"((49, 142), (49, 143))"
"((46, 42), (45, 41))"
"((48, 141), (48, 142))"
"((49, 142), (48, 142))"
"((16, 12), (16, 11))"
"((73, 88), (74, 87))"
"((74, 87), (73, 88))"
"((49, 143), (48, 141))"
"((48, 142), (44, 134))"
"((93, 159), (91, 165))"
"((132, 142), (132, 140))"
"((48, 142), (49, 143))"
"((48, 142), (49, 142))"
"((74, 81), (74, 80))"
"((71, 181), (72, 180))"
"((67, 60), (69, 59))"
"((108, 107), (110, 106))"
"((45, 41), (46, 42))"
"((44, 134), (48, 142))"
"((49, 143), (49, 142))"
"((16, 11), (16, 12))"
"((49, 143), (48, 142))"
"((92, 159), (93, 159))"
"((49, 142), (48, 141))"
"((93, 159), (92, 159))"
"((72, 180), (71, 181))"
"((69, 59), (67, 60))"
"((110, 106), (108, 107))"
"((74, 80), (74, 81))"
"((108, 107), (109, 107))"
"((109, 107), (108, 107))"
"((48, 141), (48, 142), (49, 142))"
"((48, 142), (48, 141))"
"((48, 142), (48, 141), (48, 142))"
"((67, 60), (69, 59))"
"((48, 141), (48, 142))"
"((92, 159), (93, 159))"
"((49, 142), (48, 141))"
"((108, 107), (110, 106))"
"((73, 88), (74, 87), (73, 88))"
"((48, 141), (49, 142))"
"((48, 141), (49, 142), (48, 142))"
"((49, 142), (48, 142))"
"((108, 107), (110, 106), (108, 107))"
"((48, 142), (49, 142), (48, 141))"
"((48, 142), (49, 143), (48, 142))"
"((67, 60), (69, 59), (67, 60))"
"((74, 87), (73, 88))"
"((108, 107), (110, 106))"
"((49, 142), (48, 142), (49, 142))"
"((48, 142), (48, 141), (49, 142))"
"((49, 142), (48, 142))"
"((49, 142), (48, 142), (49, 143))"
"((49, 142), (48, 142), (49, 143))"
"((49, 142), (48, 142), (49, 142))"
"((48, 142), (48, 141), (48, 142))"
"((49, 142), (48, 142))"
"((72, 106), (74, 104))"
"((72, 106), (77, 101))"
"((72, 105), (78, 101))"
"((107, 65), (106, 64))"
"((96, 91), (95, 91))"
"((72, 105), (74, 104))"
"((175, 30), (174, 30))"
"((79, 101), (72, 105))"
"((72, 105), (77, 101))"
"((74, 75), (74, 74))"
"((79, 83), (80, 84))"
"((89, 93), (88, 93))"
"((77, 101), (72, 106))"
"((89, 93), (88, 92))"
"((106, 64), (107, 65))"
"((74, 40), (74, 36))"
"((75, 101), (73, 106))"
"((80, 83), (79, 83))"
"((73, 98), (73, 106))"
"((74, 104), (72, 105))"
"((88, 93), (80, 96))"
"((72, 106), (72, 105))"
"((74, 101), (73, 99))"
"((73, 98), (75, 101))"
"((73, 38), (74, 36))"
"((78, 101), (74, 104))"
"((72, 105), (72, 106))"
"((74, 101), (75, 101))"
"((74, 100), (75, 101))"
"((174, 31), (175, 30))"
"((13, 185), (13, 184))"
"((75, 101), (74, 101))"
"((74, 74), (74, 75))"
"((35, 93), (36, 92))"
"((74, 36), (74, 40))"
"((175, 30), (176, 30))"
"((73, 98), (74, 101))"
"((80, 96), (88, 93))"
"((79, 101), (77, 101))"
"((74, 100), (74, 101))"
"((74, 40), (73, 38))"
"((80, 84), (80, 83))"
"((72, 106), (73, 105))"
"((73, 105), (74, 104))"
"((75, 101), (73, 98))"
"((88, 93), (88, 92))"
"((73, 106), (72, 105))"
"((80, 95), (80, 96))"
"((74, 101), (73, 98))"
"((74, 100), (73, 98))"
"((176, 30), (174, 30))"
"((80, 84), (79, 83))"
"((78, 101), (72, 105))"
"((175, 30), (174, 31))"
"((80, 83), (80, 84))"
"((74, 70), (74, 71))"
"((77, 101), (78, 101))"
"((36, 92), (36, 93))"
"((73, 105), (72, 106))"
"((77, 101), (74, 104))"
"((73, 105), (72, 105))"
"((13, 184), (13, 185))"
"((74, 104), (72, 106))"
"((88, 93), (89, 93))"
"((89, 93), (87, 90))"
"((74, 101), (73, 106))"
"((72, 106), (79, 101))"
"((174, 30), (176, 30))"
"((95, 91), (96, 91))"
"((79, 83), (80, 83))"
"((88, 92), (89, 93))"
"((72, 105), (79, 101))"
"((74, 104), (73, 105))"
"((77, 101), (72, 105))"
"((75, 101), (73, 99))"
"((74, 36), (73, 38))"
"((72, 105), (73, 105))"
"((88, 92), (88, 93))"
"((36, 92), (35, 93))"
"((75, 101), (74, 100))"
"((78, 101), (72, 106))"
"((73, 98), (74, 100))"
"((74, 101), (74, 100))"
"((80, 96), (80, 95))"
"((176, 30), (175, 30))"
"((72, 106), (78, 101))"
"((73, 106), (78, 114))"
"((174, 30), (175, 30))"
"((75, 101), (74, 100))"
"((74, 75), (74, 74), (74, 75))"
"((77, 101), (72, 105))"
"((80, 83), (80, 84))"
"((75, 101), (73, 98), (74, 100))"
"((73, 98), (75, 101), (73, 98))"
"((88, 92), (89, 93))"
"((73, 98), (74, 101), (73, 98))"
"((72, 105), (74, 104))"
"((79, 101), (77, 101), (72, 105))"
"((89, 93), (88, 93), (88, 92))"
"((72, 106), (72, 105), (79, 101))"
"((88, 93), (80, 96))"
"((72, 106), (77, 101), (72, 106))"
"((79, 83), (80, 84), (80, 83))"
"((79, 83), (80, 84), (79, 83))"
"((79, 101), (78, 101), (72, 105))"
"((77, 101), (72, 106))"
"((74, 101), (75, 101), (73, 98))"
"((72, 106), (72, 105))"
"((75, 101), (74, 101), (73, 98))"
"((80, 83), (79, 83), (80, 83))"
"((74, 104), (72, 105))"
"((13, 185), (13, 184), (13, 185))"
"((80, 83), (79, 83))"
"((175, 30), (174, 30), (175, 30))"
"((72, 105), (74, 104), (73, 105))"
"((13, 184), (13, 185))"
"((78, 101), (72, 106))"
"((75, 101), (74, 101))"
"((72, 105), (72, 106), (78, 101))"
"((89, 93), (88, 92), (89, 93))"
"((74, 100), (74, 101))"
"((72, 106), (74, 104), (72, 106))"
"((89, 93), (88, 92), (88, 93))"
"((72, 106), (73, 105), (72, 106))"
"((72, 106), (72, 105), (73, 105))"
"((75, 101), (74, 101), (73, 106))"
"((72, 105), (73, 105))"
"((73, 98), (75, 101), (74, 101))"
"((72, 106), (79, 101))"
"((77, 101), (72, 106), (72, 105))"
"((74, 104), (72, 105), (73, 105))"
"((72, 105), (79, 101))"
"((88, 93), (89, 93))"
"((78, 101), (77, 101), (72, 105))"
"((73, 98), (74, 101))"
"((72, 105), (77, 101), (72, 106))"
"((73, 105), (74, 104), (72, 106))"
"((36, 92), (35, 93))"
"((75, 101), (74, 101), (74, 100))"
"((73, 105), (72, 105), (73, 105))"
"((75, 101), (73, 98))"
"((35, 93), (36, 92), (35, 93))"
"((78, 101), (72, 105))"
"((96, 91), (95, 91))"
"((95, 91), (96, 91))"
"((72, 105), (78, 101), (72, 106))"
"((73, 98), (75, 101), (74, 100))"
"((74, 101), (74, 100))"
"((175, 30), (176, 30), (175, 30))"
"((72, 106), (73, 105), (74, 104))"
"((89, 93), (88, 92))"
"((72, 106), (73, 105), (72, 105))"
"((74, 101), (75, 101), (74, 101))"
"((73, 98), (74, 101), (74, 100))"
"((80, 96), (80, 95))"
"((72, 106), (77, 101), (74, 104))"
"((72, 106), (77, 101), (72, 105))"
"((89, 93), (88, 93), (89, 93))"
"((73, 105), (74, 104))"
"((89, 93), (88, 93))"
"((72, 105), (74, 104), (72, 106))"
"((72, 106), (73, 105))"
"((72, 105), (77, 101), (72, 105))"
"((176, 30), (175, 30))"
"((72, 105), (72, 106), (73, 105))"
"((72, 105), (72, 106), (79, 101))"
"((79, 101), (78, 101), (72, 106))"
"((95, 91), (96, 91))"
"((79, 101), (72, 105), (72, 106))"
"((74, 101), (75, 101), (74, 100))"
"((74, 75), (74, 74))"
"((72, 105), (78, 101), (72, 105))"
"((72, 106), (72, 105), (72, 106))"
"((80, 95), (80, 96), (80, 95))"
"((74, 40), (74, 36))"
"((80, 83), (79, 83))"
"((74, 104), (72, 105), (72, 106))"
"((75, 101), (73, 98))"
"((73, 105), (74, 104), (73, 105))"
"((72, 106), (74, 104))"
"((80, 84), (79, 83), (80, 83))"
"((72, 106), (74, 104), (72, 105))"
"((80, 84), (79, 83))"
"((75, 101), (74, 101))"
"((72, 105), (74, 104), (72, 105))"
"((80, 95), (80, 96))"
"((88, 93), (88, 92), (89, 93))"
"((96, 91), (95, 91), (96, 91))"
"((13, 185), (13, 184))"
"((79, 101), (72, 105))"
"((72, 106), (72, 105))"
"((107, 65), (106, 64))"
"((72, 106), (74, 104), (73, 105))"
"((72, 106), (73, 105))"
"((89, 93), (88, 93), (88, 92))"
"((72, 106), (77, 101), (72, 106), (72, 105))"
"((89, 93), (88, 93), (88, 92), (89, 93))"
"((96, 91), (95, 91), (96, 91))"
"((89, 93), (88, 93), (88, 92), (88, 93))"
"((72, 106), (72, 105))"
"((95, 91), (96, 91))"
"((72, 106), (73, 105))"
"((72, 106), (72, 105), (72, 106))"
"((77, 101), (72, 106), (72, 105))"
"((75, 101), (73, 98))"
"((72, 105), (72, 106), (73, 105))"
"((75, 101), (74, 101), (74, 100))"
"((77, 101), (72, 106), (72, 105))"
"((72, 106), (72, 105), (73, 105))"
"((72, 106), (73, 105), (74, 104))"
"((74, 104), (72, 105), (73, 105))"
"((72, 106), (77, 101), (72, 106), (72, 105))"
"((181, 19), (182, 20))"
"((79, 179), (79, 178))"
"((67, 116), (69, 117))"
"((181, 19), (183, 21))"
"((72, 99), (88, 158))"
"((126, 131), (125, 131))"
"((33, 100), (35, 100))"
"((79, 100), (78, 100))"
"((75, 105), (75, 104))"
"((182, 20), (181, 19))"
"((16, 41), (7, 43))"
"((80, 178), (79, 179))"
"((183, 21), (182, 20))"
"((69, 117), (68, 116))"
"((183, 21), (181, 19))"
"((89, 108), (76, 101))"
"((71, 90), (68, 116))"
"((7, 43), (16, 41))"
"((69, 117), (67, 116))"
"((68, 116), (67, 116))"
"((89, 185), (88, 184))"
"((76, 101), (89, 108))"
"((35, 100), (33, 100))"
"((67, 116), (68, 116))"
"((89, 186), (89, 185))"
"((75, 104), (75, 105))"
"((79, 178), (79, 179))"
"((78, 100), (79, 100))"
"((35, 100), (34, 100))"
"((182, 20), (183, 21))"
"((79, 178), (80, 178))"
"((33, 100), (34, 100))"
"((88, 158), (72, 99))"
"((34, 100), (33, 100))"
"((89, 185), (89, 186))"
"((88, 186), (89, 185))"
"((80, 178), (79, 178))"
"((68, 116), (69, 117))"
"((34, 100), (35, 100))"
"((89, 185), (88, 186))"
"((125, 131), (126, 131))"
"((79, 179), (80, 178))"
"((68, 116), (67, 116), (68, 116))"
"((68, 116), (67, 116))"
"((68, 116), (67, 116))"
"((79, 178), (80, 178), (79, 178))"
"((80, 178), (79, 178))"
"((72, 99), (88, 158), (72, 99))"
"((89, 108), (76, 101), (89, 108))"
"((182, 20), (183, 21))"
"((67, 116), (69, 117), (68, 116))"
"((67, 116), (69, 117), (67, 116))"
"((76, 101), (89, 108))"
"((79, 178), (80, 178))"
"((89, 185), (88, 186))"
"((76, 101), (89, 108))"
"((72, 99), (88, 158))"
"((183, 21), (182, 20), (183, 21))"
"((69, 117), (67, 116), (68, 116))"
"((79, 179), (79, 178))"
"((16, 41), (7, 43), (16, 41))"
"((69, 117), (68, 116), (69, 117))"
"((88, 158), (72, 99))"
"((183, 21), (182, 20))"
"((79, 178), (79, 179))"
"((68, 116), (69, 117))"
"((67, 116), (68, 116), (69, 117))"
"((88, 186), (89, 185), (88, 186))"
"((69, 117), (68, 116))"
"((69, 117), (68, 116), (67, 116))"
"((69, 117), (67, 116))"
"((89, 108), (76, 101), (89, 108))"
"((67, 116), (69, 117), (68, 116))"
"((68, 116), (67, 116))"
"((68, 116), (67, 116), (68, 116), (69, 117))"
"((72, 99), (88, 158), (72, 99))"
"((76, 101), (89, 108))"
"((83, 117), (82, 117))"
"((67, 113), (76, 99))"
"((64, 62), (64, 61))"
"((67, 113), (66, 113))"
"((64, 61), (63, 61))"
"((83, 118), (82, 117))"
"((83, 117), (83, 118))"
"((6, 192), (5, 190))"
"((65, 115), (66, 115))"
"((88, 77), (89, 77))"
"((82, 117), (83, 117))"
"((6, 191), (6, 192))"
"((94, 93), (93, 94))"
"((6, 192), (6, 191))"
"((84, 118), (83, 118))"
"((66, 113), (76, 99))"
"((94, 167), (93, 167))"
"((5, 190), (6, 192))"
"((107, 96), (107, 95))"
"((64, 62), (63, 62))"
"((93, 94), (94, 93))"
"((66, 115), (65, 115))"
"((64, 61), (63, 62))"
"((74, 106), (74, 107))"
"((64, 61), (64, 62))"
"((82, 117), (83, 118))"
"((63, 62), (64, 62))"
"((80, 97), (80, 96))"
"((63, 62), (64, 61))"
"((74, 107), (74, 106))"
"((89, 77), (88, 77))"
"((80, 96), (80, 97))"
"((64, 114), (66, 115))"
"((83, 118), (83, 117))"
"((83, 118), (84, 118))"
"((66, 115), (64, 114))"
"((64, 62), (64, 61), (64, 62))"
"((64, 61), (63, 62), (64, 62))"
"((66, 115), (65, 115))"
"((63, 62), (64, 61))"
"((64, 61), (64, 62))"
"((74, 106), (74, 107))"
"((64, 61), (63, 62))"
"((64, 62), (64, 61), (63, 62))"
"((63, 62), (64, 62))"
"((66, 113), (67, 113))"
"((89, 77), (88, 77))"
"((83, 118), (82, 117), (83, 118))"
"((64, 61), (63, 62))"
"((74, 106), (74, 107), (74, 106))"
"((83, 117), (83, 118))"
"((82, 117), (83, 118), (83, 117))"
"((88, 77), (89, 77))"
"((88, 77), (89, 77), (88, 77))"
"((66, 113), (67, 113), (66, 113))"
"((6, 192), (5, 190), (6, 192))"
"((65, 115), (66, 115))"
"((82, 117), (83, 118))"
"((64, 62), (63, 62), (64, 61))"
"((65, 115), (66, 115), (65, 115))"
"((64, 62), (64, 61))"
"((83, 118), (83, 117))"
"((83, 118), (82, 117), (83, 117))"
"((64, 62), (63, 62), (64, 62))"
"((64, 62), (64, 61))"
"((64, 61), (63, 62), (64, 61))"
"((67, 113), (66, 113))"
"((66, 113), (67, 113), (66, 113))"
"((64, 62), (64, 61))"
"((64, 61), (63, 62), (64, 61))"
